SQL_ID,SQL_TEXT,ELAPSED_TIME,CPU_TIME,EXECUTIONS,DISK_READS,BUFFER_GETS,OPTIMIZER_COST
g8gkh6rzw6b5h,"SELECT T.TASK_ID, T.TASK_NAME, T.OWNER FROM SYS.DBA_ADVISOR_TASKS T, WRI$_ADV_PARAMETERS P WHERE T.TASK_ID = P.TASK_ID AND T.STATUS# <> :B2 AND T.READ_ONLY = 'FALSE' AND P.NAME = 'DAYS_TO_EXPIRE' AND ",63226,50751,1,42,2150,4
121ffmrc95v7g,"select i.obj#,i.ts#,i.file#,i.block#,i.intcols,i.type#,i.flags,i.property,i.pctfree$,i.initrans,i.maxtrans,i.blevel,i.leafcnt,i.distkey,i.lblkkey,i.dblkkey,i.clufac,i.cols,i.analyzetime,i.samplesize,i",61301,25928,115,36,727,98
7ppwsrkr4j4dw,"select attr, value_str, value_num, value_lob    from sys.session_template$    where template_id = :1    order by attr asc",60971,53314,1,10,182,1
832kkz790r75k,"SELECT c.capture#, c.capture_name, c.flags FROM sys.streams$_capture_process c, dba_queues q, dba_queue_tables qt  ,v$instance i WHERE c.queue_owner  = q.owner   and c.queue_name   = q.name   and qt.q",60299,47860,1,35,361,46
c0agatqzq2jzr,"insert into ""SYS"".""ALERT_QT""  (q_name, msgid, corrid, priority, state, delay, expiration,   time_manager_info, local_order_no, chain_no, enq_time, step_no, enq_uid,   enq_tid, retry_count, exception_q",59175,36882,3,36,1533,1
9t5n27514gdxd,select count(*) from ofsmtab$ where nodenm =:1,58225,7824,1,3,24,2
23945tbbh3g44,select count(*) from sys.scheduler$_job_argument where oid = :1 ,58135,31841,4,4,1405,1
0nakmm882vmq0,"select /* QOSH:DROP_STAT_HIST_PARTS */ partition_name, high_value from (select partition_name, high_value, rownum rn       from (select PARTITION_NAME, HIGH_VALUE             from dba_tab_partitions  ",58094,49825,2,5,190,22
gjaap3w3qbf8c,select count(*) from ilmobj$ where rownum = 1,58023,36897,18,4,104,1
5dqz0hqtp9fru,"select /*+ connect_by_filtering index(sysauth$ i_sysauth1) */ privilege#, bitand(nvl(option$, 0), 72), grantee#, level from sysauth$ connect by grantee#=prior privilege# and privilege#>0 start with gr",55998,23298,255,5,1109,12
ct6c4h224pxgz,"BEGIN   BEGIN     IF (sys.is_vpd_enabled(sys.dictionary_obj_owner, sys.dictionary_obj_name, xdb.DBMS_XDBZ.IS_ENABLED_CONTENTS)) THEN       xdb.XDB_PITRIG_PKG.pitrig_truncate(sys.dictionary_obj_owner, ",55892,54404,1,1,80,0
acmvv4fhdc9zh,"select obj#,type#,ctime,mtime,stime, status, dataobj#, flags, oid$, spare1, spare2, spare3, signature, spare7, spare8, spare9, nvl(dflcollid, 16382), creappid, creverid, modappid, modverid, crepatchid",55753,82473,219,77,963,3
836b98xx998x3,SELECT sum(bytes)  FROM dba_data_files  WHERE tablespace_name = 'SYSAUX',53855,48265,1,7,227,4
gtf6tgc2ycgxx,select count(*) from XDB.XDB$SCHEMA s where s.xmldata.schema_url = 'http://xmlns.oracle.com/xdb/XDBSchema.xsd',53834,31557,1,62,1168,1
04kug40zbu4dm,"select policy#, action# from aud_object_opt$ where object# = :1 and type = 2",53392,46434,287,0,2296,2
9zzuyxx4pjhsx,"select p_obj#, flags, code, audit$ from edition$ where obj#=:1",53307,51170,1,3,116,2
gb7k24hgjws8h,"select re.r_obj#, o.owner#, u.name, o.name, re.property, re.rule_id,  re.r_orcount, re.r_lowbox, re.tabs_used, re.vars_used  from rule_set_re$ re, obj$ o, user$ u where re.rs_obj# = :1 and re.ec_obj# ",52733,46361,1,10,566,5
04kug40zbu4dm,"select policy#, action# from aud_object_opt$ where object# = :1 and type = 2",51228,26068,421,8,3410,2
6p4m180mg6y8d,"SELECT a.apply#, a.apply_name, a.flags FROM sys.streams$_apply_process a, dba_queues q, dba_queue_tables qt  ,v$instance i WHERE a.queue_owner  = q.owner   and a.queue_name   = q.name   and qt.queue_t",50433,48325,1,4,109,46
107f5b9wqhpu5,SELECT object_id FROM dba_objects   WHERE object_name = 'LTXID_TRANS'     AND owner = 'SYS'     AND object_type = 'TABLE',50115,37034,1,34,265,11
g0t052az3rx44,"select name,intcol#,segcol#,type#,length,nvl(precision#,0),decode(type#,2,nvl(scale,-127/*MAXSB1MINAL*/),178,scale,179,scale,180,scale,181,scale,182,scale,183,scale,231,scale,0),null$,fixedstorage,nvl",50089,20600,128,19,532,49
107f5b9wqhpu5,SELECT object_id FROM dba_objects   WHERE object_name = 'LTXID_TRANS'     AND owner = 'SYS'     AND object_type = 'TABLE',49240,37424,1,33,402,11
5xvx5cj5ctbkm,"select con_dbid, open_time, parallel, version, name, instance_name,host_name, platform_name, cdb, edition, db_unique_name, database_role, dbid as cdb_root_dbid     from V$DATABASE, V$INSTANCE, (select",48663,41750,1,8,226,1
9x2prazfz86dz," select s.file#, s.block#, s.ts#, t.obj#, s.hwmincr, t.obj# from tab$ t, seg$ s where bitand(s.spare1, 4503599627370496) = 4503599627370496 and bitand(s.spare1, 65536) <> 65536  and s.file# = t.file# ",48643,50027,1,2,174,451
8bsngpzjm16sh,"select table_objno, primary_instance, secondary_instance, owner_instance from sys.aq$_queue_table_affinities a, system.aq$_queue_tables t where  a.owner_instance <> :1 and a.secondary_instance != -1  ",47921,46122,1,3,81,3
0qbzfjt00pbsx,"BEGIN   dbms_isched.log_dbms_output( :logid, :errs, :outputWasEnabled ); END; ",47754,41096,1,33,2731,0
389k0hwvasbb8,SELECT /*+ ALL_ROWS */ COUNT(*) FROM SYS.DBA_POLICIES V WHERE V.OBJECT_OWNER = :B3 AND V.OBJECT_NAME = :B2 AND (V.POLICY_NAME LIKE '%xdbrls%' OR V.POLICY_NAME LIKE '%$xd_%') AND V.FUNCTION = :B1 ,47503,47573,8,5,200,4
avf5k3k0x0cxn,"           insert into stats_advisor_filter_obj$            (rule_id, obj#, flags, type)            select :rule_id, obj#, :flag_include, :type_expanded            from stats_advisor_filter_obj$      ",46934,49812,2,0,125,3
3nzv2smdzzbsf,"select i.obj#, i.flags, u.name, o.name, o.type#     from sys.obj$ o, sys.user$ u, sys.ind_online$ i    where  (bitand(i.flags, 256) = 256 or bitand(i.flags, 512) = 512) and           (not((i.type# = 9",46609,39048,1,0,46,4
c9umxngkc3byq,"select sql_id, sql_exec_id, dbop_name, dbop_exec_id, to_char(sql_exec_start, 'mm:dd:yyyy hh24:mi:ss'), to_char(first_refresh_time, 'mm:dd:yyyy hh24:mi:ss'), to_char(last_refresh_time, 'mm:dd:yyyy hh24",46348,35283,10,0,198,1
5xvx5cj5ctbkm,"select con_dbid, open_time, parallel, version, name, instance_name,host_name, platform_name, cdb, edition, db_unique_name, database_role, dbid as cdb_root_dbid     from V$DATABASE, V$INSTANCE, (select",46219,47395,1,1,132,1
gwj42q4g13ktg,"merge into sys.col_group_usage$ d using (select :1 obj#, :2 cols from dual) s on (d.obj# = s.obj# and d.cols = s.cols) when matched then update set d.timestamp = :3, d.flags = d.flags + :4 - bitand(d.",45986,43791,4,7,355,2
32ss2fd6p2m4g,"INSERT INTO RECENT_RESOURCE_INCARNATIONS$ ( RESOURCE_TYPE, RESOURCE_ID, RESOURCE_NAME, DB_UNIQUE_NAME, DB_DOMAIN, INSTANCE_NAME, HOST_NAME, STARTUP_TIME, LOCATION, INCARNATION ) SELECT 'INSTANCE', INS",45740,35354,1,39,335,1
63qh4nmssnfc0,"declare    stmt varchar2(200);    cnt number;    is_active number;    invalid_identifier exception;    pragma exception_init(invalid_identifier, -00902);    table_not_found exception;    pragma except",44947,42854,1,2,30,0
03guhbfpak0w7,"select /*+ index(idl_ub1$ i_idl_ub11) */ piece#,length,piece from idl_ub1$ where obj#=:1 and part=:2 and version=:3 order by piece#",44939,40291,23,240,633,3
1kb56hd6c73bv,"select count(*) num_windows, sum(case when jobs_started<>jobs_completed then 1 else 0 end) num_jobs_incomplete from  (select x.cname_ketcl client_name,       sum(case when operation = 'RUN'           ",44677,37357,1,1,1392,8
6p4m180mg6y8d,"SELECT a.apply#, a.apply_name, a.flags FROM sys.streams$_apply_process a, dba_queues q, dba_queue_tables qt  ,v$instance i WHERE a.queue_owner  = q.owner   and a.queue_name   = q.name   and qt.queue_t",44560,34823,1,5,87,46
03guhbfpak0w7,"select /*+ index(idl_ub1$ i_idl_ub11) */ piece#,length,piece from idl_ub1$ where obj#=:1 and part=:2 and version=:3 order by piece#",44517,24613,57,73,581,3
9tgj4g8y4rwy8,"select type#,blocks,extents,minexts,maxexts,extsize,extpct,user#,iniexts,NVL(lists,65535),NVL(groups,65535),cachehint,hwmincr, NVL(spare1,0),NVL(scanhint,0),NVL(bitmapranges,0) from seg$ where ts#=:1 ",44502,41014,448,29,1394,2
8swypbbr0m372,"select order#,columns,types from access$ where d_obj#=:1",44205,105961,54,36,1515,3
a3qq272c786ff," select st.dbid, st.atskid, nvl(ctl.instance_number, 0),         st.interval, st.max_run_time, st.enable,         nvl(ctl.mrct_task_time, 0),         nvl(ctl.suspendable_time, 0),         nvl(ctl.stat",44029,36821,34,5,294,2
02839vntc56tf,"insert into  wrh$_sysmetric_history  (dbid, per_pdb, con_dbid, snap_id, instance_number, begin_time, end_time, intsize, group_id, metric_id, value)  select  :dbid,  drmv.con_id, con_id_to_dbid(drmv.co",43844,39613,23,13,327,1
fapvqzp8sd0zt,"select q.eventid, q.table_objno from system.aq$_queues q ",43800,22545,1,32,267,1
2y224bpv09tr2,"SELECT /*jskqjobqlod2*/                                                /**/    /*+ no_monitor no_statement_queuing current_instance */                /**/    OBJOID, CLSOID,                           ",43605,40807,1,0,27,8
bt85xwrxpt853,"SELECT T.SQL_HANDLE, O.NAME FROM SYS.SQL$TEXT T, SYS.SQLOBJ$ O, SYS.SQLOBJ$AUXDATA A WHERE SYSTIMESTAMP - NVL(O.LAST_EXECUTED, A.CREATED) >= :B3 AND O.OBJ_TYPE = :B2 AND O.SIGNATURE = A.SIGNATURE AND ",43255,36860,1,1,440,1
8906gzc63y3gy,"select obj#, stab#, sobj#, sobjd#, tobj# from rmtab$  where bitand(mflags, 72) = 72",42328,20696,1,3,69,2
ga8v7p6z5p27u,begin   dbms_service.start_service(:1);   end;,42248,29878,1,32,358,0
6s9sc8q445a42,"declare          pdb_name varchar2(64);          begin            DBMS_SYSTEM.get_env ('ORACLE_PDB_SID', pdb_name);            if(pdb_name is not null)             then               EXECUTE IMMEDIATE",42084,13068,7,2,25,0
a3jpjzh7mtwwp,"select /*+ index(idl_ub2$ i_idl_ub21) */ piece#,length,piece from idl_ub2$ where obj#=:1 and part=:2 and version=:3 order by piece#",42077,16767,8,110,245,3
389k0hwvasbb8,SELECT /*+ ALL_ROWS */ COUNT(*) FROM SYS.DBA_POLICIES V WHERE V.OBJECT_OWNER = :B3 AND V.OBJECT_NAME = :B2 AND (V.POLICY_NAME LIKE '%xdbrls%' OR V.POLICY_NAME LIKE '%$xd_%') AND V.FUNCTION = :B1 ,41896,45270,2,1,18,4
121ffmrc95v7g,"select i.obj#,i.ts#,i.file#,i.block#,i.intcols,i.type#,i.flags,i.property,i.pctfree$,i.initrans,i.maxtrans,i.blevel,i.leafcnt,i.distkey,i.lblkkey,i.dblkkey,i.clufac,i.cols,i.analyzetime,i.samplesize,i",40361,24842,76,27,489,98
c23bfuhxt6t3w,DELETE WRI$_SQLSET_PLAN_LINES L WHERE NOT EXISTS (SELECT 0 FROM WRI$_SQLSET_PLANS P WHERE L.STMT_ID = P.STMT_ID AND L.PLAN_HASH_VALUE = P.PLAN_HASH_VALUE),40026,37731,1,33,276,8
121ffmrc95v7g,"select i.obj#,i.ts#,i.file#,i.block#,i.intcols,i.type#,i.flags,i.property,i.pctfree$,i.initrans,i.maxtrans,i.blevel,i.leafcnt,i.distkey,i.lblkkey,i.dblkkey,i.clufac,i.cols,i.analyzetime,i.samplesize,i",40000,24830,52,7,330,6
121ffmrc95v7g,"select i.obj#,i.ts#,i.file#,i.block#,i.intcols,i.type#,i.flags,i.property,i.pctfree$,i.initrans,i.maxtrans,i.blevel,i.leafcnt,i.distkey,i.lblkkey,i.dblkkey,i.clufac,i.cols,i.analyzetime,i.samplesize,i",39065,24179,10,2,62,6
6yshgzfwnzbfg," select ts#, file#, block# from seg$ where type# = 11 ",39026,14704,1,134,155,21
0wzmmkq6f8a9s,"select obj#, job_status from scheduler$_lightweight_job where  bitand(flags, 17592186044416) <> 0 and running_instance = :1",38023,15194,2,1,5,2
acmvv4fhdc9zh,"select obj#,type#,ctime,mtime,stime, status, dataobj#, flags, oid$, spare1, spare2, spare3, signature, spare7, spare8, spare9, nvl(dflcollid, 16382), creappid, creverid, modappid, modverid, crepatchid",37874,61729,264,12,1048,3
4c2hr5psc6qys,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE SHELFLIFE=30) */ ""OBJ#"",""CLASS_OID"",""JOB_FLAGS"",""RUN_TIME"",""PRIORITY"",""JOB_STATUS"",""RUNNING_INSTANCE"",""SCHEDULE_LIMIT"",""JOB_WEIGHT"",""INSTANCE_",37195,29226,1,0,1360,4
3s1yukp05bzg6,"select   schedule_mode, start_calibrate, num_votes,   synced_time, last_vote, status from   WRI$_SCH_CONTROL where   schedule_id = :id",36643,11209,1,6,77,1
5wxyshspv54v4,"select tc.type#,tc.intcol#,tc.position#,c.type#, c.length,c.scale,c.precision#,c.charsetid,c.charsetform, decode(bitand(c.property,8388608),8388608, c.spare3, 0) from triggercol$ tc,col$ c, trigger$ t",36189,40124,7,2,112,12
g1021vycj5vb2,BEGIN    /* KSXM:CLEAN_SYN */    dbms_stats_internal.purge_synopsis_by_mmon;  END;,36057,28316,1,10,374,0
7u5rpz4mw7p4u,"update sys.scheduler$_job_argument set  name = :1, type_number = :2, user_type_num = :3, value = :4, flags = :5 where  position = :6 and  oid = :7",35605,27033,1,11,1124,1
ga4mbqqxya48k,"select t.ts#,t.file#,t.block#,nvl(t.bobj#,0),nvl(t.tab#,0),t.intcols,nvl(t.clucols,0),t.flags,t.pctfree$,t.pctused$,t.initrans,t.maxtrans,t.rowcnt,t.blkcnt,t.empcnt,t.avgspc,t.chncnt,t.avgrln,t.analyz",35349,47713,57,29,235,2
8swypbbr0m372,"select order#,columns,types from access$ where d_obj#=:1",34580,23972,73,45,656,3
3un99a0zwp4vd,"select owner#,name,namespace,remoteowner,linkname,p_timestamp,p_obj#, nvl(property,0),subname,type#,flags,d_attrs from dependency$ d, obj$ o where d_obj#=:1 and p_obj#=obj#(+) order by order#",34558,32796,44,39,539,8
ga4mbqqxya48k,"select t.ts#,t.file#,t.block#,nvl(t.bobj#,0),nvl(t.tab#,0),t.intcols,nvl(t.clucols,0),t.flags,t.pctfree$,t.pctused$,t.initrans,t.maxtrans,t.rowcnt,t.blkcnt,t.empcnt,t.avgspc,t.chncnt,t.avgrln,t.analyz",34485,16066,76,54,314,2
d9pucpx55z9p6,"select rule_or_piece, num_rops, box_id, property from rule_set_ror$ where  rs_obj# = :1 and ec_obj# = :2 and rule_id = :3",33984,29400,1,7,408,2
g0t052az3rx44,"select name,intcol#,segcol#,type#,length,nvl(precision#,0),decode(type#,2,nvl(scale,-127/*MAXSB1MINAL*/),178,scale,179,scale,180,scale,181,scale,182,scale,183,scale,231,scale,0),null$,fixedstorage,nvl",33865,45888,71,17,268,3
2p9fv35c7zxtg,"select /* KSXM:LOAD_DML_INF *//*+ leading(o) index(m) use_nl(m) */            nvl(m.inserts, 0) ins, nvl(m.updates, 0) upd, nvl(m.deletes, 0) del,          nvl(m.drop_segments, 0) dropseg, nvl(m.flags",33387,32346,179,5,919,5
0qv27wt724y7s,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE SHELFLIFE=30) */ ""OBJ#"",""CLASS_OID"",""JOB_FLAGS"",""CLASS_FLAGS"",""RUN_TIME"",""PRIORITY"",""JOB_STATUS"",""RUNNING_INSTANCE"",""SCHEDULE_LIMIT"",""JOB_WEIG",32889,29279,2,0,13,4
6ayccp4h1n07f,SELECT DIRECTORY_PATH FROM DBA_DIRECTORIES WHERE DIRECTORY_NAME ='OPATCH_INST_DIR' AND OWNER ='SYS',32659,36964,2,9,132,2
2fc6yytnq6ccw,"SELECT DIR_ID DIRECTIVE_ID FROM SYS.OPT_DIRECTIVE$ D WHERE BITAND(D.FLAGS, :B3 ) != 0 AND (BITAND(D.FLAGS, :B2 ) != 0 OR D.LAST_USED < :B1 + NUMTODSINTERVAL(6.5, 'day') OR (D.LAST_USED IS NULL AND D.C",32522,35706,1,6,310,2
dph2wc2nyfudb,"select /*+ RULE */ service_name, host, id from dbsfwuser.ip_acl, dbsfwuser.acl$_obj where host = name order by service_name, host",32257,29088,2,3,155,1
fr31mzzknv0wh,select max(RETENTION) from SYS_FBA_FA,32110,6350,1,1,4,2
0qv27wt724y7s,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE SHELFLIFE=30) */ ""OBJ#"",""CLASS_OID"",""JOB_FLAGS"",""CLASS_FLAGS"",""RUN_TIME"",""PRIORITY"",""JOB_STATUS"",""RUNNING_INSTANCE"",""SCHEDULE_LIMIT"",""JOB_WEIG",31834,30489,2,0,22,4
gfcqpw9gnynmm,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE) */ ""TIMEOUT"" FROM ""SYS"".""DBA_SUBSCR_DUR_REGISTRATIONS"" ""K"" WHERE 1=1",31730,19456,2,1,1375,2
g4y6nw3tts7cc,"BEGIN DBMS_APPLICATION_INFO.SET_MODULE(:1,NULL); END;",31539,16004,3,19,252,0
3hgxzypxz2xpg,"SELECT ro.obj#, '""'||ru.name||'""' || '.' || '""'||ro.name||'""',  decode(rl.ectx#, 0, decode(rm.ectx#, 0, rs.ectx#, rm.ectx#), rl.ectx#),  decode (rl.ectx#, 0, decode(rm.ectx#, 0,    (select '""'||u1.nam",31432,26022,1,17,327,20
9c4r77fxj79q1,delete /* QOSH:PURGE_OLD_STS *//*+ dynamic_sampling(4) */   from sys.wri$_optstat_tab_history  where savtime < timestamp '1900-01-01 00:00:00 -0:0' and       savtime not in (select timestamp '0001-01-,31396,28426,1,1,56,1
06gfrprr7w0r2,"select name,password,datats#,tempts#,type#,defrole,resource$, ptime, decode(defschclass,NULL,'DEFAULT_CONSUMER_GROUP',defschclass), spare1,spare4,ext_username,spare2,nvl(spare3,16382),spare9,spare10 f",31393,15941,244,0,488,1
5zkaavczs7942,select cost from resource_cost$ where resource#=:1,31111,30332,10,7,224,2
15w1t8qpdgg5k,"select i.obj#, i.flags, u.name, o.name, o.type#     from sys.obj$ o, sys.user$ u, sys.ind$ idx, sys.ind_online$ i    where  bitand(i.flags, 512) = 512 and o.obj#=idx.obj# and           o.owner# = u.us",31011,13384,1,0,0,5
34wuxswcdkb3u,"UPDATE WRI$_SQLSET_STATISTICS SET ELAPSED_TIME = NVL(:B16 , ELAPSED_TIME), CPU_TIME = NVL(:B15 , CPU_TIME), BUFFER_GETS = NVL(:B14 , BUFFER_GETS), DISK_READS = NVL(:B13 , DISK_READS), DIRECT_WRITES = ",30857,40324,286,0,882,3
aykvshm7zsabd,"select size_for_estimate,                      size_factor * 100 f,                    estd_physical_read_time,                estd_physical_reads              from v$db_cache_advice where id = '3'",30583,30116,20,0,146,1
5auuumydvc0ym,"INSERT INTO WRI$_SQLSET_PLAN_LINES VALUES (:B1 ,:B2 ,:B3 ,:B4 ,:B5 ,:B6 ,:B7 ,:B8 ,:B9 ,:B10 ,:B11 ,:B12 ,:B13 ,:B14 ,:B15 ,:B16 ,:B17 ,:B18 ,:B19 ,:B20 ,:B21 ,:B22 ,:B23 ,:B24 ,:B25 ,:B26 ,:B27 ,:B28",30381,28208,6,59,440,1
fu0fuz7m264pm,"DECLARE   PRAGMA AUTONOMOUS_TRANSACTION;   num_rows NUMBER := 0; BEGIN   SELECT COUNT(*) INTO num_rows FROM SYS.LTXID_TRANS;   IF num_rows = 0 THEN     INSERT INTO SYS.LTXID_TRANS(      MAJ_VERSION, M",30279,25338,1,14,196,0
6h3cwmunz5z8q,"select col#, grantee#, privilege#,max(mod(nvl(option$,0),2)), max(bitand(nvl(option$,0), 8) /8), max(bitand(nvl(option$,0), 16) /16), max(bitand(nvl(option$,0),64) /64), max(bitand(nvl(option$,0), 128",30191,19527,150,15,300,50
fapvqzp8sd0zt,"select q.eventid, q.table_objno from system.aq$_queues q ",29899,18572,2,30,280,1
d2cq9ryf9qhcq,"select distinct S1.policy#, S1.when, S4.type    from audit_ng$ S1, aud_policy$ S4    where (S4.policy# = S1.policy#) AND ((S1.how = 1 AND S1.user# = :1) OR          (S1.how = 2 AND :1 <> -1 AND       ",29839,30103,2,0,40,17
1ssvh7sw1uupb,"SELECT EVENT, TOTAL_WAITS, TIME_WAITED, AVERAGE_WAIT              FROM V$SYSTEM_EVENT              ORDER BY TIME_WAITED DESC",29694,13710,2,0,42,1
f809dxh6779nf,"SELECT id#, run_seq#, type, context, name, roles FROM sys.priv_capture$ WHERE enabled = 1",29564,11679,1,32,158,3
cufjt3q4n3dzt,"select distinct o2.name table_name, o1.name index_name from sys.ind$ i, sys.obj$ o1, sys.obj$ o2 where i.ts# =       (select ts# from sys.ts$ where name = :tsname)   and i.obj# = o1.obj#   and i.bo#  ",29427,29802,1,0,2643,505
772s25v1y0x8k,"select shared_pool_size_for_estimate s,          shared_pool_size_factor * 100 f,          estd_lc_load_time l, 0             from v$shared_pool_advice",29340,14471,20,0,123,1
9tt2m0mpc2qqp,"select /*+ index(idl_char$ i_idl_char1) */ piece#,length,piece from idl_char$ where obj#=:1 and part=:2 and version=:3 order by piece#",29235,18079,8,31,83,3
d2cq9ryf9qhcq,"select distinct S1.policy#, S1.when, S4.type    from audit_ng$ S1, aud_policy$ S4    where (S4.policy# = S1.policy#) AND ((S1.how = 1 AND S1.user# = :1) OR          (S1.how = 2 AND :1 <> -1 AND       ",29007,25945,2,21,169,17
f8hdaxh0vpf18,delete /* KSXM:ACTIVITY_TABLE CLEAN NO OBJ */ from sys.activity_table$ m where not exists  (select /*+ unnest */ 1 from sys.obj$ o where o.obj# = m.obj#) ,28955,23249,1,12,143,2
94qrpyyq3t85a,"select fragobj#, indfragobj#, ts#, file#, block#, fragflags, chunk,  pctversion$, fragpro, maxinl from lobfrag$   where parentobj# = :1 order by frag#",28845,6920,4,2,112,2
4c2hr5psc6qys,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE SHELFLIFE=30) */ ""OBJ#"",""CLASS_OID"",""JOB_FLAGS"",""RUN_TIME"",""PRIORITY"",""JOB_STATUS"",""RUNNING_INSTANCE"",""SCHEDULE_LIMIT"",""JOB_WEIGHT"",""INSTANCE_",28800,27850,1,0,13,4
3un99a0zwp4vd,"select owner#,name,namespace,remoteowner,linkname,p_timestamp,p_obj#, nvl(property,0),subname,type#,flags,d_attrs from dependency$ d, obj$ o where d_obj#=:1 and p_obj#=obj#(+) order by order#",28792,33532,47,19,986,8
1xdsy3y3uupcf,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE) */ ""OBJ#"",""CLASS_OID"",""JOB_FLAGS"",""RUN_TIME"",""PRIORITY"",""JOB_STATUS"",""RUNNING_INSTANCE"",""SCHEDULE_LIMIT"",""JOB_WEIGHT"",""INSTANCE_ID"",""AFFINITY",28564,25534,1,7,1472,7
5pnxt7ap1kvc0,"select position#,sequence#,level#,argument,type#,charsetid,charsetform,properties,nvl(length, 0), nvl(precision#, 0),nvl(scale, 0),nvl(radix, 0), type_owner,type_name,type_subname,type_linkname,pls_ty",28543,16609,188,23,2192,3
frccccnh76gtx,select rfile# from v$datafile where file# = :1,28384,20511,1,0,47,1
dq2dfhzctg69m,SELECT TO_NUMBER(P.VALUE) FROM SYS.V_$PARAMETER P WHERE P.NAME = '_sta_control',28164,18755,3,0,16,1
gw788nxk7vbwg,SELECT VALUE FROM SYS.V_$PARAMETER WHERE CON_ID=:B1 AND NAME = 'db_block_size',28131,12488,2,0,16,1
3f4yxm9y6srnk,"select table_objno, primary_instance, secondary_instance, owner_instance from sys.aq$_queue_table_affinities a, system.aq$_queue_tables t  where  a.owner_instance <> :1 and a.secondary_instance != -1 ",28010,15591,2,42,261,2
53saa2zkr6wc3,"select intcol#,nvl(pos#,0),col#,nvl(spare1,0) from ccol$ where con#=:1",27920,32407,539,7,2198,3
g4g72zy5kjgum,select obj# from obj$ where type#=29 and rownum<2,27891,12361,1,196,238,19
44y3nz5tdrtw4,BEGIN   IF (ORA_DICT_OBJ_TYPE = 'USER') THEN     DELETE FROM SYSTEM.SQLPLUS_PRODUCT_PROFILE     WHERE USERID = ORA_DICT_OBJ_NAME;   END IF;   EXCEPTION WHEN OTHERS THEN   IF (SQLCODE = -4043) OR (SQLC,27638,21334,1,3,173,0
abz5d7mk4hw25,SELECT COUNT(*) FROM                                                            (SELECT /* interim patches */                                                          'Interim patch ' || patch_id || ',27578,25338,2,17,274,3
5n1fs4m2n2y0r,"select pos#,intcol#,col#,spare1,bo#,spare2,spare3 from icol$ where obj#=:1",27392,9054,405,6,2082,2
5u7g54s63p4ts,select toid from type$ where package_obj#=:1 and typ_name=:2,27245,25511,160,10,460,2
679x4qggryd2v,"select smontabv.cnt, smontabv.time_mp,    smontab.scn, smontab.num_mappings, smontab.tim_scn_map    from smon_scn_time smontab,         (select max(scn) scnmax,                 count(*)+sum(NVL2(TIM_S",27197,23478,1,15,109,4
g0r5psznj761u,select hashcode from type$ where tvoid=:1,27071,16315,25,31,283,2
8kun50unk7um7,"select reg_id from reg$ where bitand(qosflags, 8) = 8 and rownum < 2",26936,21595,1,9,110,2
57antna43jh0a,"select box_id, value from rule_set_iot$ where rs_obj# = :1 and ec_obj# = :2  and rule_id = :3 and rule_or_piece = :4 and rop_id <> :5 order by rop_id",26927,23610,1,5,336,1
fh5ufah919kun,"select /*+ index(idl_sb4$ i_idl_sb41) */ piece#,length,piece from idl_sb4$ where obj#=:1 and part=:2 and version=:3 order by piece#",26845,20183,57,30,314,3
bbah6s85fqjv4,"select  decode(u.type#, 2, u.ext_username, u.name), o.name, trigger$.sys_evts, trigger$.type#  from   obj$ o, user$ u, trigger$  where o.type# = 12 and ((bitand(trigger$.property, 8) = 8)  or (bitand(",26461,16636,1,35,184,5
