SQL_ID,SQL_TEXT,ELAPSED_TIME,CPU_TIME,EXECUTIONS,DISK_READS,BUFFER_GETS,OPTIMIZER_COST
a3jpjzh7mtwwp,"select /*+ index(idl_ub2$ i_idl_ub21) */ piece#,length,piece from idl_ub2$ where obj#=:1 and part=:2 and version=:3 order by piece#",26322,7774,57,39,342,3
5pazx6dft6hru,"select o.owner#, o.name, o.namespace, o.obj#, d.d_timestamp,         nvl(d.property,0), o.type#, o.subname, o.status, d.d_attrs  from dependency$ d, obj$ o   where d.p_obj#=:1  and   (d.p_timestamp=nv",26311,33593,2,3,6,17
69vx75t10wm1j,SELECT * FROM DBA_STMT_AUDIT_OPTS,26221,23175,1,5,97,3
5v9c1x3qgnw03,delete /* KSXM:ACTIVITY_MVIEW CLEAN NO OBJ */ from sys.activity_mview$ m where not exists  (select /*+ unnest */ 1 from sys.obj$ o where o.obj# = m.obj#) ,26149,10676,1,1,102,2
a3jff8sdb4qwn,"select i.obj#,i.ts#,i.file#,i.block#,i.intcols,i.type#,i.flags, i.property,i.pctfree$,i.initrans,i.maxtrans,i.blevel,i.leafcnt,i.distkey, i.lblkkey,i.dblkkey,i.clufac,i.cols,i.analyzetime,i.samplesize",26148,19534,6,0,36,6
a4n4ayr88dbhy,"select grantee#,privilege#,nvl(col#,0),max(mod(nvl(option$,0),2)),max(bitand(nvl(option$,0), 8) /8), max(bitand(nvl(option$,0), 16) /16), max(bitand(nvl(option$,0),64) /64), max(bitand(nvl(option$,0),",26050,22977,149,17,402,50
3un99a0zwp4vd,"select owner#,name,namespace,remoteowner,linkname,p_timestamp,p_obj#, nvl(property,0),subname,type#,flags,d_attrs from dependency$ d, obj$ o where d_obj#=:1 and p_obj#=obj#(+) order by order#",25779,12914,37,31,360,54
fu0fuz7m264pm,"DECLARE   PRAGMA AUTONOMOUS_TRANSACTION;   num_rows NUMBER := 0; BEGIN   SELECT COUNT(*) INTO num_rows FROM SYS.LTXID_TRANS;   IF num_rows = 0 THEN     INSERT INTO SYS.LTXID_TRANS(      MAJ_VERSION, M",25559,19955,1,13,185,0
bca3vrsqm2u1v,"select u.name, o.name,         decode(i.agt_name, NULL, 'SCHEDULER$_EVENT_AGENT', i.agt_name)  from   sys.user$ u, sys.obj$ o,       (select si.obj# obj#, sm.rule_name agt_name from        sys.schedul",25169,16456,1,1,101,2
9tt2m0mpc2qqp,"select /*+ index(idl_char$ i_idl_char1) */ piece#,length,piece from idl_char$ where obj#=:1 and part=:2 and version=:3 order by piece#",25147,6235,11,7,50,3
3j3wd7mk999sb,SELECT STATUS FROM DVSYS.STATUS$ WHERE TYPE = :1,25127,16559,1,19,192,1
5wxyshspv54v4,"select tc.type#,tc.intcol#,tc.position#,c.type#, c.length,c.scale,c.precision#,c.charsetid,c.charsetform, decode(bitand(c.property,8388608),8388608, c.spare3, 0) from triggercol$ tc,col$ c, trigger$ t",24453,29185,3,3,133,12
f12y5n96ay0u0,SELECT COUNT(*) FROM SYS.V_$PARAMETER2 WHERE NAME='_gwm_database_flags',24370,20655,1,8,152,1
g0t052az3rx44,"select name,intcol#,segcol#,type#,length,nvl(precision#,0),decode(type#,2,nvl(scale,-127/*MAXSB1MINAL*/),178,scale,179,scale,180,scale,181,scale,182,scale,183,scale,231,scale,0),null$,fixedstorage,nvl",24174,18476,23,12,84,3
2sxqgx5hx76qr,"select /*+ rule */ bucket, endpoint, col#, epvalue, epvalue_raw, ep_repeat_count, endpoint_enc from histgrm$ where obj#=:1 and intcol#=:2 and row#=:3 order by bucket",23919,24295,89,24,256,1
g0r5psznj761u,select hashcode from type$ where tvoid=:1,23836,14812,24,31,280,2
fapvqzp8sd0zt,"select q.eventid, q.table_objno from system.aq$_queues q ",23499,20155,2,26,276,1
1kb56hd6c73bv,"select count(*) num_windows, sum(case when jobs_started<>jobs_completed then 1 else 0 end) num_jobs_incomplete from  (select x.cname_ketcl client_name,       sum(case when operation = 'RUN'           ",23372,20566,1,2,114,8
g4g72zy5kjgum,select obj# from obj$ where type#=29 and rownum<2,22890,7635,1,218,243,12
4m7m0t6fjcs5x,"update seq$ set increment$=:2,minvalue=:3,maxvalue=:4,cycle#=:5,order$=:6,cache=:7,highwater=:8,audit$=:9,flags=:10 where obj#=:1",22745,19879,2,1,55,1
a3qq272c786ff," select st.dbid, st.atskid, nvl(ctl.instance_number, 0),         st.interval, st.max_run_time, st.enable,         nvl(ctl.mrct_task_time, 0),         nvl(ctl.suspendable_time, 0),         nvl(ctl.stat",22661,27122,28,4,252,2
3dbzmtf9ahvzt,merge /* KSXM:OPTIM_DML_INF */  into sys.mon_mods_all$ m                   using dual                                                                 on (m.obj# = :objn and                            ,22486,17925,16,2,175,2
g0t052az3rx44,"select name,intcol#,segcol#,type#,length,nvl(precision#,0),decode(type#,2,nvl(scale,-127/*MAXSB1MINAL*/),178,scale,179,scale,180,scale,181,scale,182,scale,183,scale,231,scale,0),null$,fixedstorage,nvl",22396,19841,1,0,3,3
8vgz0m72d5sp9,"with non_existent_objs as (select /*+ materialize */ exp_id, objn from exp_head$ e  where not exists  (select 1 from obj$ o where o.obj# = e.objn)) select /* QOSD */  exp_id, objn from ( select exp_id",22167,20387,1,9,213,10
8k8hg8zmk3du4,"select /*+ ordered use_nl(o1 o2) */ distinct o1.name table_name, o2.name lob_name from (select obj#, lobj#, ind# from sys.lob$ l where ts# = (select ts# from sys.ts$ where name = :tsname )) s1, sys.ob",22034,15237,1,10,1341,1065
fs3k3k8vxwqf2,select status from dvsys.config$,21921,16607,2,27,168,2
dph2wc2nyfudb,"select /*+ RULE */ service_name, host, id from dbsfwuser.ip_acl, dbsfwuser.acl$_obj where host = name order by service_name, host",21672,25223,4,1,139,1
gsndczacs76fc,"SELECT id,name,property FROM sys.wri$_adv_definitions ",21354,17821,1,12,133,3
6yshgzfwnzbfg," select ts#, file#, block# from seg$ where type# = 11 ",21185,13452,1,44,62,6
gd28w82ct6rva,select audit$ from tab$ where obj# = :1,21160,16565,387,1,1207,2
cn3wrukcwscgh,SELECT * FROM test_audit,21118,18611,1,3,61,2
gxrr466g0v9ck,delete /* KSXM:CLEAN_PEND_TAB *//*+ dynamic_sampling(4) */   from sys.wri$_optstat_tab_history t   where not exists         (select /*+ unnest */ 1 from sys.obj$ o where o.obj# = t.obj#)     and savti,21052,15286,1,17,111,3
6b7hj70p170j1,select migrated from MIGRATE$,20753,20258,1,8,270,2
0ts4drtk8pk3b,select * from  heat_map_stat$ where obj#=-1 for update,20744,13351,1,11,119,2
2syvqzbxp4k9z,"select u.name, o.name, a.interface_version#, o.obj#      from association$ a, user$ u, obj$ o                     where a.obj# = :1                                          and a.property = :2        ",20496,16727,12,3,88,2
fpvps147hqh7g,SELECT DBID FROM SYS.V_$DATABASE,20435,15477,1,5,168,1
grwydz59pu6mc,select text from view$ where rowid=:1,20270,13121,146,8,314,1
c2h8tpm85b5gb,SELECT VALUE FROM V$PARAMETER WHERE NAME='compatible',20198,13894,1,0,12,1
d2cq9ryf9qhcq,"select distinct S1.policy#, S1.when, S4.type    from audit_ng$ S1, aud_policy$ S4    where (S4.policy# = S1.policy#) AND ((S1.how = 1 AND S1.user# = :1) OR          (S1.how = 2 AND :1 <> -1 AND       ",20186,26798,2,15,130,17
87gumhu52bhu7,SELECT value$ FROM LBACSYS.ols$props WHERE NAME = :1,20165,9498,1,9,75,1
8p447s6p0rv6b,"select java_pool_size_for_estimate s,           java_pool_size_factor * 100 f,           estd_lc_load_time l, 0            from v$java_pool_advice",20117,32609,20,0,123,1
gngtvs38t0060,SELECT /*+ CONNECT_BY_FILTERING */ s.privilege# FROM sys.sysauth$ s        CONNECT BY s.grantee# = PRIOR s.privilege#                                 AND (s.privilege# > 0 OR s.privilege# = -352)     ,20067,20020,36,0,76,8
6zu36a7z2bsjf,select host_name from v$instance,20064,20244,1,0,23,1
5pnxt7ap1kvc0,"select position#,sequence#,level#,argument,type#,charsetid,charsetform,properties,nvl(length, 0), nvl(precision#, 0),nvl(scale, 0),nvl(radix, 0), type_owner,type_name,type_subname,type_linkname,pls_ty",20011,14986,93,16,1659,3
87gaftwrm2h68,"select o.owner#,o.name,o.namespace,o.remoteowner,o.linkname,o.subname from obj$ o where o.obj#=:1",19979,17869,269,14,714,3
bku5fwd8bhsn6,"select count(*) from wri$_optstat_opr o, wri$_optstat_opr_tasks t where o.id = t.op_id(+) and o.operation = 'gather_database_stats (auto)' and ((o.notes like '%<error>%' and  not regexp_like( o.notes,",19771,16540,1,16,208,28
b1wc53ddd6h3p,"select audit$,options from procedure$ where obj#=:1",19419,14158,67,15,201,2
g7hxzvt6ts081,select extract(day from retention)*24*60*60 +        extract(hour from retention)*60*60 +        extract(minute from retention)*60 +        extract(second from retention)   from dba_hist_wr_control,19289,4421,1,3,66,3
35ra2cdwvqg1w,"select parttype, partcnt, partkeycols, flags, defts#, defpctfree, defpctused, definitrans, defmaxtrans, deftiniexts, defextsize, defminexts, defmaxexts, defextpct, deflists, defgroups, deflogging, spa",18733,8556,23,3,34,1
cjwy7nwqmzxf5,"select box_id, box_type, opr_type, oet_type, oeflags, num_exprs,  opexpr_n1, opexpr_n2, opexpr_n3, opexpr_c1 from rule_set_fob$ where  rs_obj# = :1 and ec_obj# = :2",18684,16393,1,5,163,2
fs3k3k8vxwqf2,select status from dvsys.config$,18674,12118,2,22,106,2
04kug40zbu4dm,"select policy#, action# from aud_object_opt$ where object# = :1 and type = 2",18664,8470,189,0,1517,2
a1xgxtssv5rrp,"select sum(used_blocks), ts.ts#   from GV$SORT_SEGMENT gv, ts$ ts   where gv.tablespace_name = ts.name and   ts.bitmapped  <> 0   group by ts.ts#",18647,25695,2,0,78,4
8swypbbr0m372,"select order#,columns,types from access$ where d_obj#=:1",18598,10560,44,23,314,3
ft9dsq9bj2mrg,"select o.name, o.owner# from obj$ o, collection$ c where    o.oid$=c.toid and c.elem_toid = :1 and c.elem_version#=:2",18506,19124,1,4,114,5
9cpja2m2zgurs,"select count(aft.table_objno) from system.aq$_queue_tables t,  sys.aq$_queue_table_affinities aft where  aft.table_objno = t.objno and aft.owner_instance = :1 and  bitand(t.flags, 4+16+32+64+128+256+6",18486,22048,1,2,5,2
0kyu4m489t26n,SELECT COUNT(*) FROM SYS.LTXID_TRANS,18380,17595,1,7,45,1
6b7hj70p170j1,select migrated from MIGRATE$,18315,21144,1,4,210,2
g0r5psznj761u,select hashcode from type$ where tvoid=:1,18241,9233,49,28,153,2
2mas563p6kug8,select pval2 from sys.aux_stats$ where sname = 'SYSSTATS_INFO' and pname = 'STATUS',18162,6696,1,4,64,1
c4psbujzwz0s6,"select a.schema, a.name, b.name, b.eventid, a.flags, a.sort_cols  from system.aq$_queues b, system.aq$_queue_tables a, sys.aq$_queue_table_affinities t  where a.objno = b.table_objno and t.table_objno",18126,19494,1,2,2,4
gx4mv66pvj3xz,"select con#,type#,condlength,intcols,robj#,rcon#,match#,refact,nvl(enabled,0),rowid,cols,nvl(defer,0),mtime,nvl(spare1,0),spare2,spare3 from cdef$ where obj#=:1",18103,12450,143,2,972,2
3f4yxm9y6srnk,"select table_objno, primary_instance, secondary_instance, owner_instance from sys.aq$_queue_table_affinities a, system.aq$_queue_tables t  where  a.owner_instance <> :1 and a.secondary_instance != -1 ",18053,12595,1,0,10,2
bbah6s85fqjv4,"select  decode(u.type#, 2, u.ext_username, u.name), o.name, trigger$.sys_evts, trigger$.type#  from   obj$ o, user$ u, trigger$  where o.type# = 12 and ((bitand(trigger$.property, 8) = 8)  or (bitand(",17658,13089,1,19,180,5
76qcscs1p75v2,"INSERT ALL WHEN (:B32 = 1) THEN INTO WRI$_SQLSET_STATEMENTS (ID, CON_DBID, SQLSET_ID, SQL_ID, FORCE_MATCHING_SIGNATURE, PARSING_SCHEMA_NAME, MODULE, ACTION, COMMAND_TYPE) VALUES (:B17 , :B15 , :B31 , ",17639,12527,6,16,159,2
1xdsy3y3uupcf,"SELECT /*+ NO_STATEMENT_QUEUING RESULT_CACHE (SYSOBJ=TRUE) */ ""OBJ#"",""CLASS_OID"",""JOB_FLAGS"",""RUN_TIME"",""PRIORITY"",""JOB_STATUS"",""RUNNING_INSTANCE"",""SCHEDULE_LIMIT"",""JOB_WEIGHT"",""INSTANCE_ID"",""AFFINITY",17562,21400,1,2,17,7
5dqz0hqtp9fru,"select /*+ connect_by_filtering index(sysauth$ i_sysauth1) */ privilege#, bitand(nvl(option$, 0), 72), grantee#, level from sysauth$ connect by grantee#=prior privilege# and privilege#>0 start with gr",17518,6073,6,2,227,12
121ffmrc95v7g,"select i.obj#,i.ts#,i.file#,i.block#,i.intcols,i.type#,i.flags,i.property,i.pctfree$,i.initrans,i.maxtrans,i.blevel,i.leafcnt,i.distkey,i.lblkkey,i.dblkkey,i.clufac,i.cols,i.analyzetime,i.samplesize,i",17480,18938,2,0,10,6
f3djt4g0bs7bj,"SELECT S.SCHEMA, S.QUEUE_NAME, S.NAME, S.ADDRESS, S.PROTOCOL, S.SUBSCRIBER_ID FROM SYS.AQ$_SUBSCRIBER_TABLE S WHERE BITAND(S.SUBSCRIBER_TYPE, :B3 ) = :B3 AND S.INSTANCE_ID = :B2 AND S.SCN_AT_ADD < :B1",17435,11570,2,3,102,2
8rmjzp071mt1j,"select /* KSXM:ACTIVITY_CONFIG read num */ nvl(param_num, 0) from sys.activity_config$ c where c.param_name = :pname",17348,17647,3,9,46,3
fw07zwwyz6gva,"update link_sources$ set (LOGON_COUNT, LAST_LOGON_TIME) = (select (link_sources$.logon_count+count(*)),  MAX(LOGON_TIME) from link_logons$ where  (link_sources$.source_id = link_logons$.source_id)  AN",17192,23456,1,1,219,8
c3zymn7x3k6wy,"select obj#, dataobj#, part#, hiboundlen, hiboundval, flags, ts#, file#, block#, pctfree$, initrans, maxtrans, analyzetime, samplesize, rowcnt, blevel, leafcnt, distkey, lblkkey, dblkkey, clufac, pctt",17172,5947,5,7,53,2
ayfkhnatj08v0,"select min(time_manager_info) from ""SYS"".""CQN_EVENT_TABLE""",17083,15325,1,5,1425,1
bbah6s85fqjv4,"select  decode(u.type#, 2, u.ext_username, u.name), o.name, trigger$.sys_evts, trigger$.type#  from   obj$ o, user$ u, trigger$  where o.type# = 12 and ((bitand(trigger$.property, 8) = 8)  or (bitand(",17052,12358,1,21,175,5
g0t052az3rx44,"select name,intcol#,segcol#,type#,length,nvl(precision#,0),decode(type#,2,nvl(scale,-127/*MAXSB1MINAL*/),178,scale,179,scale,180,scale,181,scale,182,scale,183,scale,231,scale,0),null$,fixedstorage,nvl",17022,11432,78,5,359,49
02tpnrqf47g3v,"SELECT T.TASK_ID, T.TASK_NAME, T.OWNER, E.EXECUTION_NAME FROM SYS.DBA_ADVISOR_TASKS T, SYS.DBA_ADVISOR_EXECUTIONS E, WRI$_ADV_PARAMETERS P WHERE T.TASK_ID = P.TASK_ID AND T.TASK_ID = E.TASK_ID AND T.S",16976,15120,1,10,59,3
cvfzdcvq3ck9b,delete from plscope_action$ where obj#=:1,16974,10739,1,29,137,7
fndr8b2vxtvfr,delete from jirefreshsql$ where iobj# in ( select iobj# from jirefreshsql$ where tobj# = :1),16884,16218,1,1,123,1
38fffx897xs0v,"select o.obj#, u.name, o.name, ti.parent_obj#, ti.parent_ptn_obj#    from sys.obj$ o, sys.user$ u, sys.transient_iot$ ti    where o.obj# = ti.obj# and o.owner# = u.user#",16832,9383,1,1,46,4
bu4knv99vsx1x,"select nvl(con_id, 0), lobtsn, lobrdba, lobobjid from x$lobstat   where lobspcdealloc > 0 and lobcurrtime >= :1   order by lobspcdealloc desc",16782,10630,1,0,17,1
996ur09n2cvtg,"SELECT CASE WHEN LOWER(VALUE) IN ('off', 'memory') THEN 0 ELSE 1 END FROM SYS.V_$PARAMETER WHERE NAME = 'cursor_bind_capture_destination'",16750,19699,1,0,16,1
gngtvs38t0060,SELECT /*+ CONNECT_BY_FILTERING */ s.privilege# FROM sys.sysauth$ s        CONNECT BY s.grantee# = PRIOR s.privilege#                                 AND (s.privilege# > 0 OR s.privilege# = -352)     ,16626,14920,16,4,170,8
f0h5rpzmhju11,"select SYS_CONTEXT('USERENV', 'SERVER_HOST'), SYS_CONTEXT('USERENV', 'DB_UNIQUE_NAME'), SYS_CONTEXT('USERENV', 'INSTANCE_NAME'), SYS_CONTEXT('USERENV', 'INSTANCE'), STARTUP_TIME, SYS_CONTEXT('USERENV'",16503,31002,7,0,76,1
8r5sp8cjcpqan,select count(*) from vtable$ where obj#=:1,16489,13894,1,32,64,7
dqabm32g3pp0v,"SELECT o.obj# FROM sys.obj$ o, sys.""_BASE_USER"" u WHERE o.owner# = u.user# AND u.name = :1 AND o.type# = 2 AND o.name = :2",16450,18879,8,7,154,3
96fqh1b19dh67,SELECT COUNT(DISTINCT(batch#)) FROM sqllog$,16443,13966,1,2,47,1
g4gp07gt2z920,"update sys.scheduler$_job set  last_start_date = :1, running_instance = :2, running_slave = :3, job_status = :4 where  obj# = :5",16321,9023,5,3,41,1
50vxqdkj4zu1w,"select user#,password,datats#,tempts#,type#,defrole,resource$,ptime,decode(defschclass,NULL,'DEFAULT_CONSUMER_GROUP',defschclass),spare1,spare4,ext_username,spare2,nvl(spare3,16382),spare9,spare10 fro",16305,16454,156,4,362,1
2g980ckhp9au1,UPDATE /*+ UNNEST(@SEL$1)             LEADING(@SEL$3FF8579E               VW_NSO_1@SEL$3FF8579E STX@UPD$1)             USE_NL(@SEL$3FF8579E STX@UPD$1)             INDEX(@SEL$3FF8579E STX@UPD$1        ,16276,19380,2,7,148,1
f809dxh6779nf,"SELECT id#, run_seq#, type, context, name, roles FROM sys.priv_capture$ WHERE enabled = 1",16184,9958,1,18,129,3
fh5ufah919kun,"select /*+ index(idl_sb4$ i_idl_sb41) */ piece#,length,piece from idl_sb4$ where obj#=:1 and part=:2 and version=:3 order by piece#",16151,16464,8,18,71,3
gw788nxk7vbwg,SELECT VALUE FROM SYS.V_$PARAMETER WHERE CON_ID=:B1 AND NAME = 'db_block_size',15996,9970,1,0,12,1
9tt2m0mpc2qqp,"select /*+ index(idl_char$ i_idl_char1) */ piece#,length,piece from idl_char$ where obj#=:1 and part=:2 and version=:3 order by piece#",15985,8610,57,15,191,3
cm0g9aucax7rz,"delete /* QOSH:PURGE_OLD_STS *//*+ dynamic_sampling(4) */  from sys.wri$_optstat_histhead_history where savtime_date < to_date('01-01-1900', 'dd-mm-yyyy') and        savtime not in (select timestamp '",15870,19564,1,0,64,2
3pww0rx5pqcb7,"with occupant_segments as (select distinct segment_name from   (select o1.segment_name, o1.segment_name table_name    from x$kewx_segments o1    union all    select o2.lob_name, o2.table_name    from ",15794,9774,1,0,28,1
730vdzhng6m6g,"update sys.scheduler$_job set  next_run_date = :1, last_end_date = :2, retry_count = :3, run_count = :4, running_instance = :5, running_slave = :6, job_status = :7 where  obj# = :8",15784,19491,4,1,49,1
f7mrw5f3wt7cp,"SELECT /* OPT_DYN_SAMP */ /*+ ALL_ROWS IGNORE_WHERE_CLAUSE RESULT_CACHE(SNAPSHOT=3600) opt_param('parallel_execution_enabled', 'false') NO_PARALLEL(SAMPLESUB) NO_PARALLEL_INDEX(SAMPLESUB) NO_SQL_TUNE ",15781,20425,1,0,7,32
8nwsztmf3wt4w,"select privilege#,nvl(col#,0),max(mod(nvl(option$,0),2)),max(bitand(nvl(option$,0), 8) /8), max(bitand(nvl(option$,0), 16) /16), max(bitand(nvl(option$,0), 64) /64), max(bitand(nvl(option$,0), 128) /1",15700,7533,34,18,75,4
0kyu4m489t26n,SELECT COUNT(*) FROM SYS.LTXID_TRANS,15601,15407,1,6,45,1
brk04qfvsb4bb,select current_value from hang_manager_parameters where name = :1,15552,10620,4,7,49,1
9htzk07t7nuaw,"select eventid, destination, name, schema,         disabled, flags, job_name,         propagation_name, destq from (select source_queue_schema, source_queue, propagation_name,       '""' || destination",15516,12379,1,6,136,5
8jugsqbc5fx9j,"select s.pval2 from wri$_optstat_aux_history s where s.savtime > to_timestamp('3000-12-01 01:00:00', 'yyyy-mm-dd hh24:mi:ss') -1 and s.sname = 'SYSSTATS_INFO' and s.pname = 'STATUS'",15505,14796,1,4,127,1
6jtrvgx7rb1p0,"select /*+ NO_PARALLEL(q) */ q.ENQUEUE_ENABLED, q.DEQUEUE_ENABLED  from dba_queues q where q.name = 'SYS$SERVICE_METRICS'",15486,17016,1,1,31,5
3un99a0zwp4vd,"select owner#,name,namespace,remoteowner,linkname,p_timestamp,p_obj#, nvl(property,0),subname,type#,flags,d_attrs from dependency$ d, obj$ o where d_obj#=:1 and p_obj#=obj#(+) order by order#",15473,12522,6,7,60,54
f3ww8rgva3hrs,"update /* KSXM:FLUSH COL */ sys.col_usage$ set                  equality_preds    = equality_preds    + decode(bitand(:flag,1),0,0,1),   equijoin_preds    = equijoin_preds    + decode(bitand(:flag,2),",15438,19494,110,0,381,1
9htzk07t7nuaw,"select eventid, destination, name, schema,         disabled, flags, job_name,         propagation_name, destq from (select source_queue_schema, source_queue, propagation_name,       '""' || destination",15412,11332,1,2,126,5
dnw4gjpv5ssfr,"select min(time_manager_info) from ""SYS"".""AQ_EVENT_TABLE""",15380,8399,1,14,183,1
87gumhu52bhu7,SELECT value$ FROM LBACSYS.ols$props WHERE NAME = :1,15347,9301,2,10,59,1
57kr4dww1upz8,"insert into sys.audit$ (user#,proxy#,option#,success,failure)values (:1,:2,:3,:4,:5)",15309,9193,39,1,150,1
44dn40afubks4,"select decode(u.type#, 2, u.ext_username, u.name), o.name,        t.update$, t.insert$, t.delete$, t.enabled,        decode(bitand(t.property, 8192),8192, 1, 0),        decode(bitand(t.property, 65536",15259,8973,3,0,288,9
a3jpjzh7mtwwp,"select /*+ index(idl_ub2$ i_idl_ub21) */ piece#,length,piece from idl_ub2$ where obj#=:1 and part=:2 and version=:3 order by piece#",15220,8256,6,19,133,3
07w31hu2urxfz,"SELECT COUNT(*) FROM DBA_SQLSET WHERE OWNER = :B2 AND NAME = :B1 AND CON_DBID = SYS_CONTEXT('userenv','con_dbid')",15038,10247,1,13,137,1
aypft341d5mvm,"DECLARE   stmt    VARCHAR2(256);   invalid_identifier exception;   pragma exception_init(invalid_identifier, -00904);   is_active number; BEGIN    IF sys.dbms_standard.dictionary_obj_type = 'USER' THE",15023,11452,1,0,0,0
g30ca21btqfj1,select to_number(value) from SYSDBIMFS_METADATA$ where key='SCHEMA_VER',14706,11054,1,6,101,1
9tgj4g8y4rwy8,"select type#,blocks,extents,minexts,maxexts,extsize,extpct,user#,iniexts,NVL(lists,65535),NVL(groups,65535),cachehint,hwmincr, NVL(spare1,0),NVL(scanhint,0),NVL(bitmapranges,0) from seg$ where ts#=:1 ",14702,28658,133,16,456,2
3fb4ax6g6jnkf,"SELECT ROLE, PASSWORD_REQUIRED, AUTHENTICATION_TYPE FROM DBA_ROLES",14690,7417,3,6,59,3
113vsgmfvf5p0,delete from sqltxl_sql$ where obj#=:1,14540,13528,1,1,148,1
fh5ufah919kun,"select /*+ index(idl_sb4$ i_idl_sb41) */ piece#,length,piece from idl_sb4$ where obj#=:1 and part=:2 and version=:3 order by piece#",14271,8622,6,16,122,3
gngtvs38t0060,SELECT /*+ CONNECT_BY_FILTERING */ s.privilege# FROM sys.sysauth$ s        CONNECT BY s.grantee# = PRIOR s.privilege#                                 AND (s.privilege# > 0 OR s.privilege# = -352)     ,14260,11053,18,0,40,8
3qdz4tzym0ssp,"select min(next_date) from ""SYS"".""AQ$_ORA$PREPLUGIN_BACKUP_QTB_T""",14255,4605,1,5,56,1
20vv6ttajyjzq,delete from access$ where d_obj#=:1,14130,16123,10,0,43,2
0ts4drtk8pk3b,select * from  heat_map_stat$ where obj#=-1 for update,14057,10460,1,10,135,2
2p9fv35c7zxtg,"select /* KSXM:LOAD_DML_INF *//*+ leading(o) index(m) use_nl(m) */            nvl(m.inserts, 0) ins, nvl(m.updates, 0) upd, nvl(m.deletes, 0) del,          nvl(m.drop_segments, 0) dropseg, nvl(m.flags",14050,994,90,0,465,2
4ysys4w9pskt3," declare     total_blocks number := 0;   begin     select nvl(sum(d.blocks), 0) into total_blocks       from x$kewx_segments d,            (select distinct o1.segment_name name from x$kewx_segments o1",13935,13272,1,0,52,0
a81vzf0fa0q1p,delete  /* KSXM:CLEAN_PEND_IND *//*+ dynamic_sampling(4) */  from sys.wri$_optstat_ind_history i   where not exists         (select /*+ unnest */ 1 from sys.obj$ o where o.obj# = i.obj#)     and savti,13928,12510,1,16,111,3
87gaftwrm2h68,"select o.owner#,o.name,o.namespace,o.remoteowner,o.linkname,o.subname from obj$ o where o.obj#=:1",13915,22573,218,0,529,3
gjaap3w3qbf8c,select count(*) from ilmobj$ where rownum = 1,13909,11285,20,4,98,1
7ppwsrkr4j4dw,"select attr, value_str, value_num, value_lob    from sys.session_template$    where template_id = :1    order by attr asc",13896,10029,1,7,188,1
gt3y0sr7zafbx,"select program_oid, schedule_expr, schedule_id, queue_owner, queue_name,         queue_agent, event_rule, mxdur_msgid, last_enabled_time, class_oid,         next_run_date, last_start_date, last_end_da",13886,13230,4,1,133,1
0200bsvkhc917,"select wrm.last_ash_sample_id from   WRM$_DATABASE_INSTANCE wrm,        (select max(startup_time) as latest_startup         from   WRM$_DATABASE_INSTANCE         where  instance_number    = :instance_",13815,5712,1,0,4,3
asvzxj61dc5vs,"select timestamp, flags from fixed_obj$ where obj#=:1",13765,12271,50,0,129,2
